movie_Released,song_bpmHistogramFirstPeakBpmMean,song_danceability,movie_Runtime,movie_BoxOffice,song_bpmHistogramSecondPeakBpmMedian,song_tuningEqualTemperedDeviation,song_tuningFrequency,song_bpmHistogramSecondPeakBpmMean,song_bpm,song_bpmHistogramFirstPeakBpmMedian,song_mfccZeroMean,movie_imdbRating,song_onsetRate,movie_Genre,song_averageLoudness,song_dynamicComplexity
1992-12-18,107,1.12574437,113,155249024,113,0.05451166,437.56118427,107,108.05797562,109,-676.21561316,7.6,3.18487892,Action,0.82085508,4.27094221
1989-10-10,107,1.14356106,113,133219551,106,0.05499462,439.03767534,106,108.71264101,109,-704.33761125,7.4,3.51658787,Action,0.75732738,4.97085508
1988-05-16,104,1.10165685,111,153737097,106,0.05728476,434.28411751,98,107.8494563,111,-696.66104295,7.2,3.51690624,Drama,0.73241756,4.2670814
1989-04-25,110,1.14301143,119,126856137,112,0.05432836,437.54950656,103,109.47265786,107,-677.19420298,7.5,3.44572728,Drama,0.71660412,5.36612513
1997-11-25,103,1.14802132,108,118148462,113,0.05665965,438.03115336,104,108.81435896,105,-676.88091116,7.7,3.5355728,Action,0.81815041,4.2658713
1985-10-05,104,1.06849783,109,150246251,103,0.20992631,438.78764572,111,108.68961276,109,-678.28435746,7.6,3.45767953,Drama,0.81033014,4.20697405
1988-12-19,103,1.13411721,113,123056324,112,0.21031327,438.84757764,112,111.18027127,107,-691.20407704,7.0,3.48178356,Action,0.78964293,4.2315395
1992-07-06,111,1.09739556,113,116831614,114,0.05146529,437.34355977,110,108.87088015,107,-702.43329445,7.8,3.48570471,Drama,0.7960287,4.21765761
1995-08-09,107,1.07756633,117,119895860,104,0.17146744,438.89273141,104,107.57800697,107,-681.63465161,7.1,3.50643479,Drama,0.75362563,5.34241183
1994-02-14,111,1.10124567,116,108307715,114,0.04520515,435.69771433,105,108.66302589,103,-687.74478143,7.2,3.55308374,Action,0.76228896,5.41225863
1988-03-22,107,1.07233114,116,166026523,110,0.21156966,439.668993,112,108.64491961,107,-683.77179141,7.3,3.516294,Drama,0.78603942,5.27784027
1987-06-16,110,1.14061768,112,160953383,111,0.05571135,435.91920868,104,110.15409854,107,-679.07656759,7.8,2.95795569,Drama,0.63392291,4.26796331
1993-03-16,109,1.14168083,109,106598040,112,0.20893904,436.15650797,110,108.06368448,107,-696.29230963,7.3,3.59325429,Drama,0.62263371,4.26505834
1987-11-23,105,1.14045031,117,121976563,112,0.21792226,439.17424569,99,108.49318916,103,-704.53846266,7.2,3.66235573,Action,0.62842573,4.24649393
1999-07-26,108,1.11769604,109,124511216,112,0.2032109,434.60946036,102,108.53190086,108,-684.72269231,7.6,3.49934357,Drama,0.71181115,4.2700977
1994-06-20,106,1.08333137,109,166129399,109,0.05336072,437.39318967,113,105.37142261,105,-680.77319071,7.8,3.44833729,Action,0.79209266,4.24480219
1999-02-28,104,1.06820266,110,158426567,107,0.20318317,438.17231058,116,108.72779187,105,-704.32254078,7.8,3.48061896,Action,0.76252762,5.40143856
1994-02-24,103,1.14118403,115,161105836,102,0.04035256,434.24238478,108,110.54767256,107,-678.95375626,7.1,3.47957515,Action,0.63222681,5.35431241
1996-08-01,104,1.14490055,106,123526858,116,0.05670025,437.38974318,115,105.13090684,103,-698.67732516,7.0,3.52225127,Action,0.76686084,5.41015007
1993-05-18,109,1.07590685,119,154761269,109,0.20619553,438.50887613,113,107.96686754,104,-704.63580788,7.2,3.50506745,Drama,0.62637082,4.21408525
1999-11-28,104,1.09862169,108,123345176,107,0.13102096,437.57247158,114,110.00357871,108,-704.51338884,7.3,3.51743004,Drama,0.62933648,4.70841409
1992-07-22,106,1.06200306,116,108154768,106,0.2033892,436.39857509,114,108.11446688,110,-677.99588132,7.4,3.54178194,Drama,0.74968784,4.23754764
1998-02-24,103,1.13240856,117,137202372,101,0.20675174,438.6478144,107,108.33142472,110,-690.93632703,7.5,2.91493725,Drama,0.82137595,4.27190081
1997-12-19,107,1.06577301,120,108323176,108,0.21619791,438.17603169,109,105.738578,104,-704.40946858,7.7,3.68448107,Drama,0.73396784,4.27081072
2000-03-23,110,1.12877849,112,127211629,109,0.19910475,435.2771948,99,108.17833931,108,-676.78328954,7.0,3.42656251,Drama,0.78629433,5.42123002
1999-07-06,104,1.14574639,118,106051099,111,0.13400068,438.88008856,98,108.86573343,108,-677.14481267,7.7,3.56356532,Drama,0.80858403,4.27173009
2000-06-23,111,1.0657377,107,121513457,115,0.14099665,438.20315771,101,109.56702606,109,-675.64348765,7.6,3.51736739,Action,0.79579833,4.2725991
1987-03-13,111,1.09998793,111,137438369,102,0.11345866,438.88910374,108,108.7497429,110,-704.705532,7.7,3.49223313,Drama,0.68610528,4.21026722
1997-06-02,104,1.06749701,116,108086600,116,0.20405368,439.25701306,110,107.84260508,108,-675.88093694,7.4,3.29342883,Drama,0.81173516,5.3085345
1986-04-09,104,1.13920449,118,120880356,112,0.20928891,437.54032592,113,110.89874889,111,-704.3542263,7.6,3.05661779,Drama,0.81635219,5.26141104
1994-06-05,111,1.10221208,109,113575274,107,0.04925477,439.00818621,99,105.4034256,110,-704.41059984,7.7,3.51627672,Action,0.81297911,4.44025488
1991-12-27,108,1.07633721,117,144029334,114,0.05980493,439.23942344,111,111.12965066,103,-675.59973169,7.8,3.47761792,Action,0.61866255,4.57329534
1998-03-05,103,1.07655116,120,161948789,99,0.20398937,439.58758994,110,110.11818305,108,-704.31648306,7.5,2.86007622,Drama,0.80887431,4.2625085
1993-11-16,105,1.10220799,120,137344548,102,0.16948517,437.28613573,111,108.63708129,111,-676.57682655,7.5,3.5141005,Action,0.77046446,4.26453719
1991-08-28,107,1.11136394,120,165196208,110,0.2040961,436.78258823,111,107.75300329,107,-695.42557816,7.3,3.51694945,Action,0.75365075,4.26999951
2001-04-22,104,1.06872011,113,139419828,115,0.0564126,436.12424173,113,108.12194202,104,-676.12854193,7.3,3.51641291,Drama,0.78069409,5.29765557
2002-05-09,111,1.07063709,117,154570373,109,0.20369912,438.6015884,98,104.90318798,108,-689.42952903,7.2,3.04726209,Action,0.62959114,5.39145486
1999-04-15,104,1.09358893,109,116973432,102,0.20403562,434.32674306,106,109.8009925,104,-702.33117072,7.6,3.51646024,Drama,0.80917942,5.34232693
1994-10-15,109,1.08392949,108,108426173,104,0.21000286,438.67604416,108,106.34595751,104,-694.70934327,7.1,3.51742353,Action,0.6209988,5.05008225
1993-08-17,104,1.06935708,111,129510625,115,0.20392082,439.46289546,109,108.8233136,104,-675.86886272,7.6,3.17432676,Drama,0.81351507,5.21719573
1997-08-14,103,1.12613294,113,124353705,112,0.20789822,439.84796321,98,104.64859747,103,-690.31799189,7.6,3.51732723,Drama,0.74931243,4.25963921
1996-02-24,105,1.13954841,110,120439269,103,0.21624265,434.52978403,109,104.17581659,104,-685.91628216,7.1,3.24015315,Action,0.78319206,4.76353203
1989-07-21,108,1.14715208,106,108489576,116,0.12560265,439.05083438,102,107.44281972,104,-704.41885258,7.0,2.89514807,Action,0.81142397,4.248459
1989-03-20,111,1.10858555,111,154557477,105,0.20334223,439.50567213,99,103.75770134,110,-688.63504248,7.1,3.25958694,Action,0.81277303,5.30698566
1998-05-05,109,1.11221093,113,121018960,101,0.20394044,435.92595577,109,108.7535217,110,-704.52838056,7.5,3.13921082,Drama,0.7926446,4.27171354
1985-05-18,106,1.14991967,107,143615321,104,0.05479294,438.667722,107,108.82562642,108,-676.35085181,7.4,3.10306537,Drama,0.76791265,4.21656373
1996-04-10,110,1.09272796,114,125074557,101,0.2068658,438.60385997,104,108.69252988,107,-683.14283876,7.1,3.486762,Action,0.62302259,4.27072686
1984-10-02,110,1.07601207,110,120736254,106,0.2161032,435.29470353,113,108.66401364,107,-704.71307956,7.3,3.51720878,Action,0.78357101,4.21938045
1993-12-13,103,1.12820389,113,138710224,101,0.04971821,435.86371828,106,108.67340451,110,-678.74797041,7.6,3.51664248,Action,0.71058702,5.21517958
1994-04-02,109,1.13137987,111,124271652,101,0.09885995,436.49101905,107,109.12924383,104,-676.76291915,7.1,3.51729644,Drama,0.7740082,5.11668567
1998-06-09,111,1.1337056,112,116044417,111,0.20378075,439.28207042,102,108.76041893,109,-677.75633334,7.8,3.49978227,Drama,0.7921339,4.24063199
1986-04-11,108,1.06641376,119,145139281,111,0.20383272,437.59064819,107,108.78750353,106,-704.33940451,7.3,3.51276928,Action,0.63225312,5.03403608
1987-07-19,110,1.06993855,115,165850797,105,0.04490158,438.35793042,105,110.93665442,104,-675.30676695,7.7,3.53775842,Action,0.79660166,4.23444056
1986-09-28,106,1.14964294,117,165432535,113,0.20947412,437.84275357,98,110.56522025,104,-696.95072288,7.5,3.53972083,Drama,0.78818016,4.22279808
1987-03-18,105,1.0926282,109,158761179,108,0.20400792,435.69166264,105,107.99995986,106,-700.49424538,7.7,3.51622357,Drama,0.6254523,4.24066422
1998-05-12,108,1.06628396,109,110967648,114,0.05463012,435.07205414,105,109.39932803,109,-704.43862392,7.1,3.48104802,Action,0.8064474,4.32035477
1996-11-05,111,1.08309463,120,110957601,106,0.21527752,435.48783914,107,108.46408475,109,-683.0242676,7.5,3.33725182,Drama,0.73326958,5.21446007
1997-11-14,108,1.1340802,110,126524437,104,0.21459266,435.88240408,109,108.23549398,109,-676.71581727,7.4,3.51656924,Action,0.63449108,4.23304878
1999-10-07,109,1.13770214,116,158321052,114,0.20321284,436.58164665,116,104.64333758,110,-675.741169,7.4,3.5081613,Action,0.77832726,4.51409105
1998-07-23,103,1.14696604,106,131366165,103,0.20389893,434.97602639,110,110.45404863,105,-682.30861199,7.5,3.5172759,Action,0.64126595,4.26238103
2002-02-12,112,1.1159338,109,121768107,98,0.04309461,436.32988555,106,108.68388072,104,-704.68775285,7.6,3.5649459,Action,0.63034316,5.22553753
1990-10-15,105,1.15062844,107,131495477,104,0.04860746,435.44514737,115,108.53540418,103,-687.21314662,7.4,3.39433544,Action,0.61714463,4.46910225
2002-06-22,107,1.10730874,106,118860713,114,0.11348058,438.52049467,102,111.15556454,103,-677.65584308,7.0,3.32222007,Action,0.76356607,5.31757325
1991-10-11,106,1.09963404,108,106186699,106,0.05383431,438.70220271,109,108.36956606,110,-675.56390233,7.7,3.42250464,Drama,0.80771885,5.27510654
1993-06-23,103,1.14920667,113,113774645,108,0.12461251,438.88377146,105,104.5856004,105,-697.45165939,7.2,3.07356078,Action,0.80096187,4.21674527
2000-08-05,105,1.13851165,115,154029409,104,0.20656996,434.27176023,108,108.60460094,110,-681.30159541,7.7,3.42544469,Drama,0.8136155,4.23274065
1984-10-19,109,1.10396543,117,158835849,104,0.06021522,439.28098422,102,108.33102972,108,-675.38054703,7.7,3.67295462,Drama,0.62205226,4.85224381
1986-12-10,105,1.09103927,118,115537783,103,0.21189228,439.50710711,116,108.03516292,103,-675.75238617,7.1,3.5167807,Action,0.63666772,5.41185212
1996-06-20,106,1.1393199,116,119199358,113,0.11393751,438.71974604,115,108.72118087,111,-704.60590835,7.5,2.87797212,Action,0.76599083,4.26435083
1998-12-14,110,1.1508799,117,147083569,116,0.21623448,439.92350668,99,110.0651525,108,-704.32845062,7.3,3.50115463,Action,0.63369656,5.41909216
1996-02-21,104,1.11439664,119,128286063,103,0.20429501,438.08654454,116,108.92755835,110,-678.49627188,7.4,3.54945021,Drama,0.71905027,4.25053569
1992-07-04,107,1.13732593,117,122722489,116,0.05989051,436.59384205,109,107.50262249,111,-700.78239783,7.4,3.5132669,Drama,0.72262475,4.27149202
1994-04-18,105,1.07210923,115,158093658,106,0.20113304,435.20484634,102,108.95107359,108,-694.70326633,7.3,3.51639325,Drama,0.70978031,4.27052291
1992-11-26,108,1.09812071,116,116172562,110,0.2070536,439.50057841,114,109.89965694,108,-676.95965941,7.6,3.51671591,Action,0.77655642,4.2558033
1989-10-07,107,1.14794349,110,127883071,104,0.2037873,436.88641704,116,110.2388307,107,-694.1891179,7.7,3.6097121,Action,0.79701301,4.26443097
1996-07-19,108,1.10791797,111,147175958,104,0.2030797,436.49137039,107,110.87183734,104,-704.55956418,7.4,3.51751998,Drama,0.82383474,5.2886879
1993-09-12,105,1.1311269,115,157665527,103,0.05165937,434.24197426,114,110.55217866,108,-676.11195378,7.6,3.51723772,Drama,0.78575593,4.27062394
1999-06-05,109,1.064988,108,120477925,104,0.20471502,439.50346569,103,108.41705337,107,-692.68659933,7.5,3.33862897,Drama,0.81365275,4.23199854
1998-04-27,106,1.07263922,116,124069727,107,0.20340859,438.01529052,114,110.31487932,103,-676.39651231,7.3,3.4916582,Drama,0.79238665,4.22367785
1998-07-16,109,1.07781182,113,109830204,98,0.20450804,435.00107947,111,107.3081871,106,-704.477365,7.7,3.51673893,Drama,0.70054992,4.238416
1996-03-18,110,1.14145075,120,104990599,113,0.21456631,434.63940669,103,108.74948146,105,-685.22558379,7.2,3.496386,Drama,0.77514436,4.85522158
1993-05-17,108,1.06248141,112,116810751,110,0.055401,435.54020637,110,110.92361247,109,-678.00060888,7.5,3.51723871,Action,0.78026431,5.17842582
2002-09-19,107,1.11310303,112,123373250,104,0.21083064,436.96332607,112,106.97944364,105,-678.54643103,7.5,3.57205642,Action,0.75234638,5.40239966
1998-07-09,106,1.11072531,110,158602676,106,0.04085056,434.67138457,114,104.52061736,103,-676.06886051,7.3,3.5167867,Drama,0.67258391,4.23460861
1986-05-08,107,1.06170765,106,108511692,100,0.14931638,439.89570908,103,104.33488618,107,-677.40724609,7.5,3.50824653,Drama,0.64892482,4.60771507
1990-02-12,106,1.0677948,120,107708005,107,0.20362833,438.42465734,108,108.82209761,109,-677.04079538,7.8,3.51695593,Action,0.8208539,5.31800408
1996-07-12,105,1.14010671,119,150517050,100,0.04656451,434.44167886,108,108.46051851,107,-693.4529642,7.5,3.55826746,Drama,0.62716863,4.2543656
1988-09-22,106,1.09257534,114,138351713,113,0.04298948,435.3994171,112,108.19049601,110,-676.64992676,7.0,3.0281626,Action,0.79425976,4.61199449
1995-11-20,109,1.09559528,116,163400773,113,0.04546517,435.40829088,110,107.4096333,111,-689.80207162,7.6,3.23348335,Action,0.80968971,5.37105391
1988-02-24,111,1.14545933,118,110915288,105,0.20465045,436.24557164,109,108.87068429,105,-704.60181453,7.3,3.24398993,Action,0.77549419,4.20880049
1986-06-15,112,1.07074348,107,149219202,102,0.19318266,437.29966483,100,108.61266229,111,-681.68470953,7.0,3.55297072,Drama,0.66941623,4.24830581
1994-12-05,107,1.07637279,109,108147693,106,0.18393509,434.23531589,106,108.90975649,108,-698.23961721,7.1,3.48176148,Action,0.79409767,4.21515567
1985-08-24,107,1.08134513,109,107380990,107,0.21269,437.46744337,113,104.31681451,104,-675.51048204,7.2,3.61584953,Action,0.82308812,4.26635777
1990-10-28,110,1.13710269,106,126184755,102,0.15098799,437.78368076,104,108.57236103,107,-704.45644885,7.2,3.63788246,Drama,0.75509737,4.23330395
2000-05-08,104,1.06998331,112,132367171,116,0.05672899,436.28281553,111,110.99709141,103,-704.52301668,7.7,3.48935163,Drama,0.7634542,4.52838432
1993-12-03,107,1.13272053,113,164828610,103,0.0471177,437.13111707,113,109.04526361,108,-675.40539697,7.2,3.55098398,Action,0.71972721,5.27796383
1987-03-13,108,1.1171681,109,162550578,108,0.20358283,435.64876669,101,111.02341281,105,-686.5569211,7.3,3.50112753,Action,0.7708384,4.22897936
1996-05-09,103,1.07377414,110,161635892,103,0.20394546,434.44192721,110,109.33676306,108,-684.64462972,7.1,3.36870683,Action,0.68223862,4.23685873
1995-11-28,105,1.10893068,111,121073953,98,0.21033946,438.68350117,98,107.25118223,111,-704.10942147,7.8,3.51647562,Drama,0.81259298,4.26542602
1993-11-26,108,1.13671307,111,106696429,113,0.04234604,435.77200838,104,110.92035527,105,-676.36254345,7.2,3.51676928,Drama,0.61585635,4.25394778
1996-05-20,105,1.07234444,108,135797072,116,0.04959169,435.64328039,110,108.85095893,105,-704.38478398,7.6,2.87662326,Drama,0.72925371,5.22345059
2001-04-22,111,1.11313185,119,121597692,98,0.111842,438.11049091,110,110.70868977,109,-678.15892874,7.7,3.65314617,Action,0.62336996,4.81977626
2002-07-23,108,1.08513631,110,153005626,102,0.05967437,436.40323174,112,108.91605802,111,-686.2427543,7.5,3.50870704,Action,0.79199652,4.26864652
1994-07-08,108,1.06577135,110,152161206,103,0.2133229,434.45210657,107,108.52161223,103,-675.38819579,7.1,3.51703515,Action,0.63220946,4.2686807
1990-07-26,111,1.14902832,107,166085030,106,0.20390889,436.2102133,104,106.98009584,105,-683.98602129,7.7,3.68497399,Drama,0.78472721,4.72951521
1992-03-17,103,1.06898257,113,105163569,107,0.04036261,439.57757078,103,108.84185886,110,-678.18018424,7.7,3.646721,Drama,0.62200326,4.25457025
1985-08-22,108,1.14201809,116,106535875,114,0.04189179,437.10075998,104,105.28100164,111,-675.78933606,7.8,3.51685842,Drama,0.73112042,5.235072
1985-02-15,111,1.1326789,113,122202338,115,0.2100885,437.39333775,112,108.5319735,109,-704.55806572,7.8,3.60693886,Action,0.61624067,4.21258024
1991-11-18,103,1.07626475,114,114390696,106,0.21677743,435.28713356,104,109.66584483,106,-684.66464631,7.4,3.48092911,Action,0.80463076,4.35471032
1985-10-08,103,1.06906618,116,112397262,108,0.20346977,434.63083732,103,108.37371946,104,-692.22689393,7.5,3.62615214,Action,0.75818723,4.8064691
1984-11-28,109,1.13508699,113,136555106,114,0.20366466,438.43388788,103,111.36590015,110,-703.95377311,7.3,3.05258114,Action,0.63246345,5.29383899
1998-05-04,103,1.10654966,113,156193873,100,0.20366104,437.3310454,110,110.46821192,108,-677.12744998,7.2,3.44028577,Drama,0.79547098,4.88816231
1995-09-28,112,1.15068621,120,123470815,100,0.20687221,439.89459103,116,110.13625604,108,-684.22778611,7.4,3.51704066,Drama,0.74772991,4.21085562
1990-11-26,105,1.14814373,111,112502079,107,0.20585408,439.98069786,113,104.8727082,107,-698.9521783,7.0,3.51704581,Action,0.67746509,5.41817423
1986-08-08,110,1.10382396,112,111464291,114,0.04728588,436.57241922,106,108.86203734,110,-677.74277257,7.7,3.516182,Drama,0.63315336,5.31378691
1996-06-11,110,1.06321889,110,141163468,102,0.07666156,434.27203791,102,106.95769042,110,-701.102352,7.2,3.49417781,Drama,0.77700073,4.26805136
1999-11-21,111,1.11777248,114,145180167,109,0.2102664,439.34055975,115,109.24119955,103,-704.47476959,7.6,3.5900647,Drama,0.63247267,5.34695841
1992-07-21,110,1.07197278,106,162587373,102,0.21067602,434.57175853,99,108.78643317,111,-676.87816595,7.4,3.30005031,Action,0.80410417,5.21398405
1993-06-22,104,1.10707136,119,151036787,99,0.21173837,439.27385564,105,110.43040186,103,-679.0911061,7.3,3.50319226,Drama,0.62471485,4.25581059
1985-05-18,108,1.12125122,112,112850886,104,0.21250493,438.33433437,102,108.65776148,104,-680.61943742,7.1,3.60032223,Action,0.72551526,5.23557339
2000-06-24,110,1.1474642,112,165850513,100,0.20372659,437.23628506,104,106.8125311,109,-678.413948,7.7,3.04961252,Drama,0.8211436,4.2173561
2002-10-07,109,1.06682663,116,155922661,116,0.14043202,437.8865321,105,104.96106933,109,-704.66259286,7.0,3.51133095,Action,0.76790724,4.2437593
2002-11-08,105,1.10106035,114,163443017,112,0.05496796,436.61998844,111,108.2340155,111,-704.5276595,7.5,3.51674552,Action,0.62217584,4.53886108
1994-08-04,106,1.07648505,106,128936960,109,0.04388959,439.95690078,103,108.89915446,105,-686.03268479,7.2,3.60643106,Drama,0.62055059,4.26221473
1987-12-06,104,1.12117722,107,155980952,107,0.20404305,435.11193103,100,104.35505058,111,-704.48526759,7.3,3.51737617,Drama,0.63673832,5.2501874
1990-02-20,105,1.12465595,110,161256932,111,0.05428654,437.44200621,100,105.7077861,107,-702.27628704,7.1,3.68486732,Action,0.81235964,4.22889734
1994-08-01,106,1.07099688,109,120068278,108,0.1971435,439.65929619,108,108.21133015,108,-687.29947913,7.8,3.56291542,Drama,0.81687101,5.37052091
1984-08-26,108,1.09544499,116,115868899,114,0.13236479,437.45130464,113,109.02692189,104,-696.59296572,7.1,3.67011475,Action,0.80201356,4.81610598
1997-05-13,109,1.08718743,119,123199073,105,0.13711956,437.9962269,112,108.58787571,112,-704.42420458,7.8,3.50448574,Drama,0.62595092,5.27477795
1984-07-27,111,1.08090264,109,142491276,102,0.21329672,436.36267569,109,106.92928245,110,-690.51656319,7.6,3.59708931,Drama,0.76776082,5.332276
1997-09-05,108,1.09512079,106,121628269,109,0.07012648,436.36155137,98,109.76723444,104,-683.15108363,7.4,3.51702497,Drama,0.80823643,5.38943283
1985-04-16,106,1.06819362,117,124938029,108,0.04589244,439.88547119,106,111.3201645,104,-679.80816528,7.6,2.87283235,Drama,0.80414111,5.22310277
1986-03-04,104,1.14113986,107,109702893,106,0.20336119,438.83117759,114,104.07108803,106,-675.92411465,7.7,3.51759635,Drama,0.78287549,5.27106566
1997-02-12,107,1.09905173,120,162506552,114,0.05157518,437.64782065,106,108.63409194,103,-701.34257016,7.7,3.62443235,Drama,0.63126984,5.26345787
1986-05-13,110,1.11017507,107,120125123,100,0.20408008,437.74737234,109,109.17574298,109,-704.63495405,7.4,2.91743829,Action,0.69637551,4.24020361
1997-06-09,109,1.13373403,119,164033939,111,0.21714228,437.40695204,100,110.84925784,103,-704.50629545,7.8,3.30439345,Drama,0.61743123,4.24367739
1986-06-02,103,1.06775606,108,113377922,99,0.21798099,434.96984773,102,109.63745347,103,-704.32344939,7.2,3.51651226,Drama,0.77014631,4.24696664
2000-08-25,104,1.09370001,106,124350837,103,0.17885294,439.2577573,110,111.00473781,110,-685.01216647,7.8,3.60684043,Drama,0.66075238,4.98555013
1992-06-11,103,1.13341403,106,139332660,113,0.04134372,438.96069162,100,109.49722103,109,-697.04531529,7.4,3.29441723,Drama,0.76972608,4.26286682
1992-11-09,107,1.06615813,118,130970289,110,0.20818317,436.17698983,108,108.57405823,109,-682.22039646,7.8,3.20305319,Action,0.63686141,4.7102353
1989-12-04,103,1.08875461,118,162135848,109,0.05708957,438.69640543,105,109.6629734,109,-698.26982656,7.4,3.51697597,Drama,0.63603521,5.32559919
1999-09-04,107,1.14903787,109,111949267,101,0.04890589,435.47166216,107,108.59513997,109,-704.66709698,7.4,3.51415805,Action,0.61675196,4.26339866
2000-06-12,109,1.13262539,116,110924400,109,0.20332983,436.69526315,106,105.64324705,105,-683.63079815,7.1,3.44109447,Drama,0.79815764,4.23756624
1994-11-05,109,1.13979998,119,135702568,108,0.20995197,439.45690295,100,106.02489445,108,-699.69554569,7.7,3.62594959,Drama,0.62854709,4.28857057
1987-03-06,111,1.14042,116,138695319,99,0.21278125,437.16756184,115,106.79285809,110,-675.31183751,7.1,3.54543805,Drama,0.79299466,4.70186106
1995-03-02,109,1.10505579,116,105716051,99,0.20348596,435.06764533,98,108.90296766,109,-686.2635257,7.2,3.51632032,Drama,0.82325451,5.25178036
1988-11-02,105,1.08685752,118,144047666,105,0.05316529,439.19911453,116,107.92454871,106,-688.73367693,7.3,3.48809867,Action,0.68194759,4.24043192
1985-04-05,106,1.08454356,118,163465689,108,0.04015285,439.88029547,110,111.07658375,106,-678.03112164,7.2,3.11998537,Drama,0.75899343,4.53860857
1986-06-09,107,1.09803134,106,164625474,111,0.20686981,437.80267287,100,109.53713291,103,-703.95221315,7.7,3.50961542,Drama,0.81694176,4.62584323
2002-11-08,111,1.06335652,118,136308459,113,0.20312859,435.98559568,114,110.21975557,110,-704.32218045,7.7,3.38044788,Drama,0.64507844,4.21679416
1988-02-14,108,1.12619104,115,110096627,112,0.21157171,434.85556328,111,105.98358473,111,-678.57627119,7.7,2.87035751,Action,0.75850121,4.93767332
1993-11-23,105,1.13573184,113,148237613,112,0.12821594,434.66171914,98,108.66693531,109,-675.46406263,7.7,3.49150572,Drama,0.74798941,4.26433305
1995-09-19,110,1.11735374,112,155161266,106,0.20425651,437.79551648,117,108.33391463,110,-682.27834364,7.5,3.4880099,Action,0.79949782,4.88150667
1989-04-10,109,1.14276636,110,110638245,107,0.20319393,434.20881739,99,109.75941317,105,-704.65267843,7.4,3.48219981,Drama,0.82290351,5.3280774
1990-06-11,107,1.1441097,110,140488595,109,0.20432343,436.14882132,100,107.98693175,111,-677.70234412,7.4,3.51749072,Action,0.79502068,4.26989595
2000-02-05,109,1.08998045,119,110018075,102,0.20373919,439.85083727,112,111.18400427,107,-676.75389381,7.1,3.48406757,Drama,0.7624125,5.25700148
1990-07-22,104,1.07591134,120,163672358,110,0.0601693,435.33789114,115,108.85896747,106,-677.91392559,7.7,3.60179363,Drama,0.63300754,4.20744601
1990-11-04,103,1.13980213,118,139255545,111,0.04682642,439.41193091,106,108.60823397,110,-683.73252224,7.7,3.42262646,Drama,0.78375895,4.63454322
1997-06-12,111,1.0683244,116,162978397,101,0.19233267,436.10130568,105,110.36260858,109,-704.33274057,7.6,3.45429702,Drama,0.79661689,4.26997449
2000-05-11,105,1.07005244,112,121413427,108,0.05544281,438.81289715,107,108.95641962,103,-677.53896586,7.2,3.51694346,Action,0.77244185,4.23185382
1989-05-06,105,1.08065803,106,119479371,102,0.20346183,435.09104395,112,108.53254412,103,-687.19356974,7.4,3.51725481,Drama,0.78147853,5.31449966
1992-07-27,111,1.06206905,115,140059328,99,0.14422826,436.14939827,115,109.90172649,103,-685.62092919,7.2,3.51702484,Drama,0.80070163,4.22865978
1985-07-08,106,1.08120138,110,145634093,102,0.20422934,434.92767966,114,108.77868109,108,-683.34951633,7.0,3.51673767,Action,0.71980871,4.26980608
1993-06-08,108,1.06210727,107,106401158,100,0.11250446,437.67738475,103,108.27798611,104,-704.5297088,7.7,3.49711631,Action,0.65751679,4.22348202
1985-03-26,103,1.08401554,115,163601770,108,0.20351491,434.27968398,113,106.71106549,106,-704.6081264,7.1,3.63254256,Action,0.73080165,4.21135025
2002-03-25,110,1.07119193,119,155225868,104,0.20640976,438.92214242,113,107.31814129,110,-704.51163542,7.3,3.56490714,Action,0.75836021,4.26384637
1986-10-24,108,1.1130102,113,139783696,100,0.04671961,439.32940241,98,110.74344231,110,-702.40931425,7.3,3.51210753,Drama,0.81388639,5.2326458
1989-08-08,104,1.13325351,117,162273356,107,0.0478396,438.46336596,112,108.09505636,109,-704.59724122,7.3,2.95356287,Drama,0.61848893,4.90281396
1994-08-15,110,1.07801431,119,133740776,114,0.05172996,437.22095542,107,108.04771783,110,-675.5852699,7.1,3.51663032,Action,0.80466938,4.36897375
2002-11-08,104,1.10566771,119,162444330,103,0.16637531,438.39219256,104,108.92920193,110,-704.36983207,7.0,3.51707083,Drama,0.7268061,4.74416193
1998-09-09,106,1.08006324,116,114834645,113,0.07253987,435.34554362,99,108.45976365,107,-681.2128426,7.1,3.6082609,Drama,0.61877385,4.20728323
1999-08-09,108,1.145733,106,128689881,108,0.05676306,436.26268296,102,108.64887192,104,-704.61273587,7.5,3.51623227,Drama,0.81214358,4.26633616
2002-11-08,109,1.1017587,116,139065645,116,0.05387976,435.17951355,101,107.30018085,109,-678.69933524,7.7,3.51746665,Action,0.65298932,5.2935599
1985-06-03,103,1.13779386,118,119186453,103,0.16064555,439.9500392,110,104.34514735,109,-675.33763294,7.3,3.51637472,Drama,0.62771913,4.22138519
2002-06-22,107,1.11762186,117,117612156,115,0.07505009,435.91302742,98,108.78365287,108,-675.88854603,7.7,2.84530144,Drama,0.81104804,4.3843084
2002-05-19,106,1.06888821,111,109737385,98,0.20865271,439.20892417,107,108.91943788,105,-679.05457411,7.4,3.03963776,Drama,0.62831005,5.05344278
1987-07-20,104,1.08047721,113,129344501,102,0.20725966,436.64213443,107,108.82123755,104,-704.69798111,7.5,3.58688771,Action,0.81958475,5.22644499
1999-05-02,106,1.11859106,116,117492083,100,0.21532679,437.71215355,114,108.74069281,104,-677.19399755,7.3,3.68678093,Drama,0.68142705,5.3545001
